更新时间,#genre#
CCTV女性时尚,http://mryx.fun:1025/udp/239.11.0.62:1025
CCTV世界地理,http://mryx.fun:1025/udp/239.11.0.63:1025
CCTV怀旧剧场,http://mryx.fun:1025/udp/239.11.0.64:1025
CCTV风云剧场,http://mryx.fun:1025/udp/239.11.0.65:1025
CCTV文化精品,http://mryx.fun:1025/udp/239.11.0.66:1025
CCTV第一剧场,http://mryx.fun:1025/udp/239.11.0.67:1025
CCTV风云音乐,http://mryx.fun:1025/udp/239.11.0.68:1025


CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV13,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV16,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV5,https://stream1.freetv.fun/ipv6-cctv-5-12.m3u8

CCTV1,http://123.166.61.70:8003/hls/11/index.m3u8
CCTV2,http://123.166.61.70:8003/hls/12/index.m3u8
CCTV4,http://123.166.61.70:8003/hls/41/index.m3u8
CCTV7,http://123.166.61.70:8003/hls/42/index.m3u8
CCTV11,http://123.166.61.70:8003/hls/43/index.m3u8
CCTV15,http://123.166.61.70:8003/hls/44/index.m3u8
CCTV16,http://123.166.61.70:8003/hls/16/index.m3u8

CCTV1,http://115.48.63.30:9901/tsfile/live/0001_1.m3u8
CCTV3,http://115.48.63.30:9901/tsfile/live/0003_1.m3u8
CCTV5,http://115.48.63.30:9901/tsfile/live/0005_1.m3u8
CCTV6,http://115.48.63.30:9901/tsfile/live/0006_1.m3u8
CCTV8,http://115.48.63.30:9901/tsfile/live/0008_1.m3u8
CCTV9,http://115.48.63.30:9901/tsfile/live/1005_1.m3u8
CCTV11,http://115.48.63.30:9901/tsfile/live/0011_1.m3u8

CCTV2,http://223.112.219.174:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://223.112.219.174:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://223.112.219.174:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://223.112.219.174:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://223.112.219.174:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://223.112.219.174:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv1
CCTV2,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv2
CCTV3,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv3
CCTV4,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv4
CCTV5,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv5
CCTV5+,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv5p
CCTV6,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv6
CCTV7,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv7
CCTV8,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv8


CCTV9,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv9
CCTV10,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv10
CCTV11,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv11
CCTV12,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv12
CCTV13,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv13
CCTV14,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv14
CCTV15,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv15

CCTV1,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010144/
CCTV1,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010144/
CCTV2,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010211/
CCTV3,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010212/
CCTV5,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010139/
CCTV5,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010139/
CCTV5,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010145/
CCTV5+,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010202/
CCTV6,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010214/
CCTV7,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010215/
CCTV7,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010215/
CCTV8,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010216/
CCTV8,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010216/
CCTV9,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010052/
CCTV9,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010217/
CCTV9,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010217/
